Publication.Number;Publication.Year;IPC;Main.IPC.Subclass;Simple.Family;Count.of.Simple.Family.Members;Simple.Family.Cited.by.Count;Count.of.Other.References;Count.of.Cited.by.Patents;Count.of.Cites.Patents;Count.of.Cited.by.Patents.Within.3.years;Count.of.Cited.by.Patents.Within.5.years;Simple.Legal.Status;Count.of.claims;Quality.of.Family;Classifier
WO2019011205A1;2019;H04N7/18;H04N;WO2019011205A1;1;0;0;0;4;0;0;Undetermined;94;Low;Strong
JP2018114916A;2018;B64D25/00 | A63H27/127 | B64C39/02 | B64C27/08 | B64C39/00 | A63H27/10;B64D;JP2018114916A | JP6168248B1;2;0;0;0;0;0;0;Active;2;Low;Strong
CN205987677U;2017;H05K7/20 | B64C39/00;H05K;CN205987677U;1;0;0;0;0;0;0;Active;12;Low;Strong
WO2018144544A1;2018;B64C37/02 | B64C29/00 | B64C27/20;B64C;WO2018144544A1;1;0;0;0;8;0;0;Undetermined;15;Low;Strong
CN105564647A;2016;B64C39/00 | B64D11/06 | B64C37/02 | B64D17/80 | B64C1/00 | B64C25/02;B64C;CN105564647A;1;5;0;5;11;5;5;Inactive;26;Low;Strong
CN206155771U;2017;B64C1/30 | B64C39/00;B64C;CN206155771U;1;0;0;0;0;0;0;Active;9;Low;Strong
CN107117314A;2017;B64C39/06 | B64C25/10 | B64C25/34;B64C;CN107117314A;1;1;0;1;0;1;1;Pending;11;Low;Strong
CN105775130A;2016;B64C39/00 | B64D27/02;B64C;CN105775130A;1;0;0;0;0;0;0;Pending;1;Low;Strong
CN106428559A;2017;B64C39/06 | B64C29/00;B64C;CN106428559A;1;0;0;0;11;0;0;Pending;4;Low;Strong
CN107140208A;2017;B64C39/02 | B64C39/00;B64C;CN107140208A;1;0;0;0;0;0;0;Pending;13;Low;Strong
JP2016101906A;2016;B64C39/00 | F03G3/00;B64C;JP2016101906A;1;0;0;0;0;0;0;Inactive;4;Low;Strong
CN106428556A;2017;B64C39/00;B64C;CN106428556A;1;0;0;0;0;0;0;Inactive;3;Low;Strong
WO2018104829A1;2018;B64C27/08 | B64C39/00 | B64C39/02 | G05D1/00 | G05D1/04 | G05D1/06 | G05D1/08;B64C;WO2018104829A1;1;0;0;0;7;0;0;Undetermined;28;Low;Strong
CN108860599A;2018;B64C39/00;B64C;CN108860599A;1;0;0;0;0;0;0;Pending;3;Low;Strong
JP2016032972A;2016;B64C27/08 | B64C13/18 | B64D27/24 | B64C39/00;B64C;JP2016032972A;1;0;1;0;1;0;0;Inactive;33;Low;Strong
JP2017165195A;2017;B64C39/00 | B64C13/18 | B64C27/08 | B64C39/02;B64C;JP2017165195A;1;1;0;1;1;1;1;Pending;43;Low;Strong
CN207267534U;2018;B64C39/00;B64C;CN207267534U;1;0;0;0;0;0;0;Active;9;Low;Strong
CN109018342A;2018;B64C39/00 | B64C3/10 | B64C3/36 | B64C3/38;B64C;CN109018342A;1;0;0;0;1;0;0;Pending;10;Low;Strong
CN106218888A;2016;B64C39/00 | B64F1/06;B64C;CN106218888A;1;0;0;0;0;0;0;Pending;2;Low;Strong
CN206031780U;2017;B64C39/00;B64C;CN206031780U;1;0;0;0;0;0;0;Active;1;Low;Strong
CN204606215U;2015;B64C39/00 | B64D1/16 | B64C29/04;B64C;CN204606215U;1;6;0;6;0;5;5;Active;5;Low;Strong
CN107554784A;2018;B64C39/00;B64C;CN107554784A;1;0;0;0;5;0;0;Pending;14;Low;Strong
CN206031747U;2017;B64C1/06 | B64C39/00;B64C;CN206031747U;1;0;0;0;0;0;0;Active;6;Low;Strong
CN204606214U;2015;B64C39/00 | A63H27/24;B64C;CN204606214U;1;2;0;2;0;2;2;Active;6;Low;Strong
CN206087305U;2017;B64C39/00 | B64C39/06 | B64D27/16;B64C;CN206087305U;1;4;0;4;0;2;2;Active;11;Low;Strong
RU183246U1;2018;B64C39/00 | B64C25/00;B64C;RU183246U1;1;0;1;0;5;0;0;Active;25;Low;Strong
DE102017006828A1;2018;B62D61/00 | B60F3/00 | B60F5/02 | B62D31/00 | B62D47/00 | B64C39/00;B62D;DE102017006828A1;1;0;0;0;1;0;0;Pending;71;Low;Strong
UA89583C2;2010;B64C15/00 | B64C39/00;B64C;UA89583C2;1;0;3;0;0;0;0;Undetermined;3;Low;Strong
CN106533594A;2017;H04H20/18 | H04H20/22 | H04H20/53 | B64C39/00;H04H;CN106533594A;1;1;0;1;0;1;1;Pending;31;Low;Strong
CN107985591A;2018;B64C39/00;B64C;CN107985591A;1;1;0;1;0;0;0;Pending;3;Low;Strong
CN106494604A;2017;B64C1/00 | B64C3/00 | B64C39/00;B64C;CN106494604A;1;0;1;0;6;0;0;Inactive;2;Low;Strong
CN204979236U;2016;B64C39/00 | B64D27/24;B64C;CN204979236U;1;1;0;1;0;1;1;Inactive;7;Low;Strong
CN109159893A;2019;B64C39/00 | B64D27/24 | H02K7/20;B64C;CN109159893A;1;0;0;0;0;0;0;Pending;7;Low;Strong
CN108327902A;2018;B64C39/00;B64C;CN108327902A;1;0;0;0;0;0;0;Pending;3;Low;Strong
CN106143909A;2016;B64C39/00;B64C;CN106143909A;1;1;0;1;4;1;1;Pending;20;Low;Strong
CN205113714U;2016;B64C39/00 | B63C11/52;B64C;CN205113714U;1;1;0;1;0;1;1;Active;1;Low;Strong
TWM504059U;2015;B64C39/00;B64C;TWM504059U;1;0;0;0;0;0;0;Active;11;Low;Strong
CN207389554U;2018;B64C39/00 | B64D27/24;B64C;CN207389554U;1;0;0;0;1;0;0;Active;8;Low;Strong
DE102012000243A1;2013;B64C39/00 | B64C31/032;B64C;DE102012000243A1;1;0;0;0;6;0;0;Active;33;Low;Strong
CN206351774U;2017;B64C1/30 | B64C27/14 | B64C39/00;B64C;CN206351774U;1;0;0;0;0;0;0;Active;10;Low;Strong
JP2016037246A;2016;B64C39/00 | B64C27/04 | B64D47/08 | B64B1/50 | B64C39/02;B64C;JP2016037246A;1;4;0;4;14;4;4;Pending;6;Low;Strong
CN205931230U;2017;B64C1/30 | B64C39/00;B64C;CN205931230U;1;2;0;2;0;2;2;Active;36;Low;Strong
RU2015100958A;2016;B64C39/00;B64C;RU2015100958A;1;0;0;0;0;0;0;Pending;9;Low;Strong
CN204355275U;2015;B64C39/00 | A63H27/22;B64C;CN204355275U;1;8;0;8;0;5;5;Active;5;Low;Strong
CN205363879U;2016;B25J9/00 | B25J9/16 | B25J19/00 | B25J5/00 | B62D55/00 | B62D57/032 | B62D63/02 | B64C39/00;B25J;CN205363879U;1;3;0;3;0;3;3;Active;8;Low;Strong
CN106697283A;2017;B64C39/00 | B64C15/02;B64C;CN106697283A;1;0;0;0;0;0;0;Pending;3;Low;Strong
TW201438961A;2014;B64C39/00;B64C;TW201438961A;1;0;0;0;0;0;0;Inactive;14;Low;Strong
CN205854464U;2017;B64C1/06 | B64C39/00;B64C;CN205854464U;1;0;0;0;0;0;0;Active;3;Low;Strong
FR2974063A1;2012;B64D7/00 | B64C7/00;B64D;FR2974063A1;1;1;1;1;0;1;1;Undetermined;2;Low;Strong
CN107856856A;2018;B64C39/00 | B64C1/06;B64C;CN107856856A;1;1;0;1;0;1;1;Pending;25;Low;Strong
TWM564004U;2018;B64C39/00;B64C;TWM564004U;1;0;0;0;0;0;0;Active;6;Low;Strong
US20180044005A1;2018;B64C27/20 | B64C39/02 | B64C29/00;B64C;US20180044005A1;1;0;0;0;0;0;0;Pending;20;High;Strong
CN106882376A;2017;B64C39/00 | B64C1/38 | B64D11/06 | B64D13/06 | B64C15/02;B64C;CN106882376A;1;0;0;0;0;0;0;Pending;6;Low;Strong
CN205034342U;2016;B64C39/00;B64C;CN205034342U;1;1;0;1;0;0;0;Active;10;Low;Strong
CN205044940U;2016;B64C1/06 | B64C39/00;B64C;CN205044940U;1;0;0;0;0;0;0;Active;1;Low;Strong
TWM491006U;2014;B64C39/00;B64C;TWM491006U;1;1;0;1;0;1;1;Active;2;Low;Strong
TWM564002U;2018;B64C39/00;B64C;TWM564002U;1;0;0;0;0;0;0;Active;5;Low;Strong
CN106218855A;2016;B64C1/06 | B64C39/00;B64C;CN106218855A;1;1;0;1;0;1;1;Pending;3;Low;Strong
CN107776889A;2018;B64C39/00;B64C;CN107776889A;1;0;0;0;0;0;0;Pending;9;Low;Strong
CN207510714U;2018;B64C39/00;B64C;CN207510714U;1;0;0;0;0;0;0;Active;3;Low;Strong
CN205469823U;2016;B64C39/00 | B64C29/00 | B64D27/20;B64C;CN205469823U;1;0;0;0;0;0;0;Active;5;Low;Strong
CN106671402A;2017;B29C64/106 | B64C39/00 | B33Y10/00 | B33Y80/00 | B29K55/02 | B29K67/00 | B29L31/30;B29C;CN106671402A;1;0;0;0;0;0;0;Pending;18;Low;Strong
CN206691363U;2017;B64C29/00 | B64C39/00 | B64C31/032;B64C;CN206691363U;1;0;0;0;0;0;0;Active;4;Low;Strong
CN208149628U;2018;B64D27/02 | B60K8/00 | B64C39/00;B64D;CN208149628U;1;0;0;0;0;0;0;Active;16;Low;Strong
WO2019004879A1;2019;B64D35/04 | A63H27/00 | B64C27/08 | B64C39/00 | B64D35/00 | B64D35/06;B64D;TW201904816A | WO2019004879A1;2;0;0;0;7;0;0;Undetermined;15;Low;Strong
CN107117304A;2017;B64C39/00 | B64D27/24 | H02J7/35;B64C;CN107117304A;1;0;0;0;0;0;0;Pending;4;Low;Strong
CN204548476U;2015;B64C1/06 | B64C39/00;B64C;CN204548476U;1;0;0;0;0;0;0;Active;7;Low;Strong
CN207860453U;2018;B64C39/00 | B64C39/04 | B64B1/00;B64C;CN207860453U;1;0;0;0;0;0;0;Active;12;Low;Strong
CN208036607U;2018;B64C39/00;B64C;CN208036607U;1;0;0;0;0;0;0;Active;7;Low;Strong
CN206087296U;2017;B64C27/20 | B64C39/00 | B64D25/00;B64C;CN206087296U;1;0;0;0;0;0;0;Active;6;Low;Strong
UA97600C2;2012;B64C39/02 | B64C39/00;B64C;UA97600C2;1;0;3;0;4;0;0;Undetermined;2;Low;Strong
FR2937173B1;2011;H01F7/02;H01F;FR2937173A1 | FR2937173B1;2;0;0;0;0;0;0;Active;2;Low;Strong
FR3062370A1;2018;B64C39/00 | H02S40/38;B64C;FR3062370A1;1;0;1;0;7;0;0;Pending;6;Low;Strong
CN205944189U;2017;H01M2/10 | B64C39/00;H01M;CN205944189U;1;0;0;0;0;0;0;Inactive;8;Low;Strong
CN206031781U;2017;B64C39/00 | B64D33/04;B64C;CN206031781U;1;0;0;0;0;0;0;Active;5;Low;Strong
CN106585959A;2017;B64C23/00 | B64C39/00;B64C;CN106585959A;1;0;0;0;7;0;0;Pending;10;Low;Strong
CN106143907A;2016;B64C39/00 | B64C15/02 | B64G1/12;B64C;CN106143907A;1;0;0;0;5;0;0;Inactive;1;Low;Strong
CA2798223A1;2014;B64C39/00 | B64C99/00;B64C;CA2798223A1;1;0;0;0;0;0;0;Inactive;5;Low;Strong
DE202015001118U1;2015;B64C39/00 | B64D27/00;B64C;DE202015001118U1;1;0;0;0;0;0;0;Active;254;Low;Strong
CN204674831U;2015;B64C39/00;B64C;CN204674831U;1;8;0;8;0;8;8;Active;2;Low;Strong
FR3042035A1;2017;G01J1/42 | B64C39/02 | B64F1/36;G01J;FR3042035A1;1;1;0;1;2;1;1;Pending;10;Low;Strong
US20180290770A1;2018;B64G1/40 | F03G3/00 | F41B6/00;B64G;US20180290770A1;1;0;0;0;0;0;0;Pending;20;High;Strong
CN205293064U;2016;B64C3/56 | B64C39/00;B64C;CN205293064U;1;1;0;1;0;1;1;Active;1;Low;Strong
CN106882372A;2017;B64C29/00 | B64C39/00 | B64C31/032;B64C;CN106882372A;1;0;0;0;0;0;0;Pending;4;Low;Strong
GB2545077A;2017;B64C27/24 | B64C39/00;B64C;GB201519180D0 | GB201618228D0 | GB2545077A;3;0;1;0;4;0;0;Active;1;Low;Strong
CN108674654A;2018;B64C39/00 | B64C29/00 | B64C3/32;B64C;CN108674654A;1;0;0;0;0;0;0;Pending;8;Low;Strong
ES1200312U;2017;B64C39/00 | B63C9/04;B64C;ES1200312U;1;0;0;0;0;0;0;Active;13;Low;Strong
CN106741910A;2017;B64C27/10 | B64C39/00;B64C;CN106741910A;1;0;0;0;6;0;0;Inactive;8;Low;Strong
CN204056301U;2014;B64C39/00 | B64C1/00;B64C;CN204056301U;1;0;0;0;0;0;0;Active;4;Low;Strong
CN106800091A;2017;B64C39/00 | B64C39/02 | B64B1/58;B64C;CN106800091A;1;0;0;0;0;0;0;Pending;6;Low;Strong
CN206984364U;2018;B64C39/00 | B64C17/00;B64C;CN206984364U;1;0;0;0;0;0;0;Active;8;Low;Strong
TWM535690U;2017;B64C39/00;B64C;TWM535690U;1;0;0;0;0;0;0;Active;10;Low;Strong
TWM563394U;2018;B64C39/00 | F41H11/02;B64C;TWM563394U;1;0;0;0;0;0;0;Active;5;Low;Strong
CN106927021A;2017;B64C3/00 | B64C3/36 | B64C39/00;B64C;CN106927021A;1;0;0;0;0;0;0;Pending;4;Low;Strong
CN106494619A;2017;B64C39/00 | B64D27/00 | B64C1/00;B64C;CN106494619A;1;0;0;0;5;0;0;Pending;6;Low;Strong
CN205239894U;2016;B64C3/56 | B64C39/00;B64C;CN205239894U;1;1;0;1;0;0;0;Active;9;Low;Strong
CN205524981U;2016;B64C39/00 | B64C27/08 | B64D47/08;B64C;CN205524981U;1;0;0;0;3;0;0;Active;15;Low;Strong
CN206155777U;2017;B64C21/04 | B64C39/00 | B60F5/02;B64C;CN206155777U;1;2;0;2;0;1;1;Active;19;Low;Strong
RU177254U1;2018;B64C39/00;B64C;RU177254U1;1;0;1;0;4;0;0;Active;7;Low;Strong
RU2623029C1;2017;B64C39/00;B64C;RU2623029C1;1;0;0;0;1;0;0;Active;1;Low;Strong
JP3208050U;2016;B64C39/02 | B64C39/00 | B64B1/50 | B64F1/36 | B64B1/60;B64C;JP3208050U;1;0;0;0;0;0;0;Active;12;Low;Strong
CN205221111U;2016;B64C39/00;B64C;CN205221111U;1;2;0;2;0;0;0;Active;13;Low;Strong
CN207617960U;2018;B64C39/02 | B64C39/00;B64C;CN207617960U;1;0;0;0;0;0;0;Active;2;Low;Strong
CN107972866A;2018;B64C39/00 | B64C15/14 | B64C29/00;B64C;CN107972866A;1;0;0;0;0;0;0;Pending;5;Low;Strong
CN205952314U;2017;B64C39/00 | B64F1/02;B64C;CN205952314U;1;2;0;2;1;2;2;Active;14;Low;Strong
CN206031753U;2017;B64C1/30 | B64C39/00;B64C;CN206031753U;1;0;0;0;0;0;0;Active;6;Low;Strong
GB2561040A;2018;B64G1/40 | B64C39/00;B64G;GB201717791D0 | GB2561040A;2;0;0;0;0;0;0;Pending;10;Low;Strong
CN108163195A;2018;B64C39/00;B64C;CN108163195A;1;0;0;0;4;0;0;Pending;12;Low;Strong
CN107521689A;2017;B64C39/00 | B64C9/08 | B64D27/24 | B63H1/32 | B63H21/165 | B60F5/02;B64C;CN107521689A;1;0;0;0;0;0;0;Pending;10;Low;Strong
CN108082471A;2018;B64C30/00 | B64C39/00 | B64C3/38;B64C;CN108082471A;1;0;0;0;0;0;0;Pending;8;Low;Strong
CN108423174A;2018;B64C39/00 | B64C1/30 | B64D29/00 | B64C25/10;B64C;CN108423174A;1;0;0;0;0;0;0;Pending;7;Low;Strong
CN108116425A;2018;B61B13/08 | B60L13/06 | B64C39/00;B61B;CN108116425A;1;0;0;0;4;0;0;Pending;6;Low;Strong
CN205113713U;2016;B64C39/00;B64C;CN205113713U;1;0;0;0;0;0;0;Active;2;Low;Strong
US20110215191A1;2011;B64C29/00 | B64C15/00 | B64C39/00;B64C;US20110215191A1;1;4;0;4;0;2;4;Inactive;12;High;Strong
CN201670359U;2010;B64C39/00 | B64D27/16;B64C;CN201670359U;1;3;0;3;0;3;3;Active;3;Low;Strong
US20130181545A1;2013;H02K3/02;H02K;US20130181545A1;1;0;3;0;1;0;0;Inactive;19;High;Strong
US20130140405A1;2013;B64D33/00;B64D;US20130140405A1;1;4;0;4;0;3;4;Inactive;10;High;Strong
US20180155045A1;2018;B64D35/08 | B64C11/00 | B64C21/06 | B64C39/00 | B64D35/02 | B64C1/06;B64D;EP3514057A1 | US20180155045A1;2;0;0;0;0;0;0;Pending;22;High;Strong
US20120049009A1;2012;B64C39/06;B64C;US20120049009A1;1;14;0;14;5;9;10;Inactive;19;High;Strong
CN201597755U;2010;B64C39/00 | B64D47/00 | G08B17/00 | H04N7/18;B64C;CN201597755U;1;10;0;10;0;4;8;Active;6;Low;Strong
US20020153449A1;2002;B64C39/00 | F03H99/00 | B64C15/00 | B64C29/00;B64C;AU2001279985A1 | EP1307655A1 | GR1003698B | US20020153449A1 | WO2002012722A1;5;15;0;14;0;8;9;Inactive;8;High;Strong
US20100327671A1;2010;H02K41/035;H02K;TW201101671A | US20100327671A1;2;4;1;2;1;0;1;Inactive;10;High;Strong
US6318666;2001;B64C39/00 | B64C37/02;B64C;US6318666 | WO2003043883A1;2;12;0;12;11;2;6;Active;14;High;Strong
US20030132341A1;2003;B64C29/00 | B64C39/00 | B64C27/52;B64C;AU2001027170A1 | CA2399033A1 | EP1255672A1 | IL150959D0 | NO20000523D0 | NO310402B1 | US20030132341A1 | WO2001056879A1;8;16;0;8;4;5;6;Inactive;7;High;Strong
US6144899;2000;B64C13/00 | B64C13/18 | B64C39/00 | B64D17/80 | B64C39/02 | B64D17/00 | G05D1/10 | B64D1/00;B64C;US6144899;1;33;1;33;1;7;14;Active;55;High;Strong
US10393528;2019;B64C39/00 | G01C21/36 | B64C39/02 | G06T7/70 | G06Q10/08 | G01S19/47 | G05D1/00 | G06K9/00 | G06Q10/00 | G01C21/00 | G01C21/16;B64C;US10393528 | US20190041219A1 | WO2019027732A1;3;1;16;0;45;0;0;Active;20;High;Strong
WO2019108228A1;2019;G05D1/10 | B64C39/02 | B64C39/00;G05D;WO2019108228A1;1;0;5;0;6;0;0;Undetermined;30;Low;Strong
JP2019111871A;2019;B64C39/02 | B64C27/08 | B64D1/18 | B64D47/08 | B64C39/00 | A01M7/00;B64C;JP2019111871A;1;0;0;0;1;0;0;Pending;23;Low;Strong
EP3446974A1;2019;B64C39/00 | B64C39/02;B64C;CA3009413A1 | CN109421925A | EP3446974A1;3;0;0;0;4;0;0;Pending;22;Low;Strong
US5289994;1994;B64C27/22 | B64C29/02 | B64C39/00 | B64C27/00 | B64C29/00 | B64C39/02;B64C;US5289994;1;113;0;113;9;4;9;Inactive;14;High;Strong
US5297759;1994;B64C27/16 | B64C39/00 | B64C27/00 | B64C39/02;B64C;US5297759;1;129;0;129;19;4;6;Inactive;44;High;Strong
US20190039728A1;2019;B64C29/00 | B64C39/02;B64C;US20190039728A1 | WO2019032167A1;2;0;0;0;0;0;0;Active;43;High;Strong
US6073881;2000;B64C39/00 | B64C29/00;B64C;US6073881;1;144;0;144;11;4;7;Inactive;30;High;Strong
US6766638;2004;F02K9/68 | F02K9/00 | F02K9/74 | B64C39/00 | F02K3/04 | F02K9/42 | C06D5/04 | F02K5/04 | F23R5/04;F02K;AT302341T | AU2000061708A1 | AU2001014010A1 | DE60022054D1 | DE60022054T2 | EP1198668A1 | EP1198668B1 | ES2246875T3 | GB0200295D0 | GB2369655A | GB2369655B | GB9917404D0 | JP2003505641A | US6766638 | WO2001007772A1 | WO2001007773A1;16;17;1;8;11;1;3;Inactive;7;High;Strong
US5716032;1998;B64C39/00 | B64C39/02 | G05D1/06 | G05D1/00 | B64C13/20;B64C;US5716032;1;161;1;161;6;10;16;Inactive;12;High;Strong
US5435502;1995;B60F5/00 | B60F5/02 | B64C39/00 | B64C39/10 | B64C37/00;B60F;US5435502;1;15;0;15;18;1;2;Inactive;42;High;Strong
JP2006082775A;2006;B64C39/02 | B64D45/00 | B64C27/04 | B64C39/00 | B64C27/00;B64C;JP2006082775A;1;35;0;35;1;0;0;Inactive;48;Low;Strong
US5417386;1995;B60F5/00 | B60F5/02 | B64C39/00 | B64C39/10 | B64C37/00;B60F;US5417386;1;12;0;12;14;1;1;Inactive;60;High;Strong
US5203521;1993;B64C39/00 | B64C39/06 | B64C27/20 | B64C15/00;B64C;AU1990056585A1 | AU627031B | CA2055469A1 | CA2055469C | EP0471691A1 | EP0471691A4 | KR1019920700996A | US5203521 | WO1990013478A1;9;167;0;64;13;2;5;Inactive;19;High;Strong
US4804156;1989;B64C39/00 | B64C39/06;B64C;US4804156;1;15;0;15;6;0;0;Inactive;8;High;Strong
US3689011;1972;B64C39/06 | B64C27/20 | B64C39/00 | B64C27/00 | B64C29/00;B64C;US3689011;1;17;0;17;9;0;0;Inactive;2;High;Strong
AU2002317521A8;2004;B60F5/00 | B62D63/00 | B62D63/02 | B64C39/00 | B60F5/02;B60F;AU2002317521A1 | AU2002317521A8;2;0;0;0;0;0;0;Inactive;17;Low;Strong
AU2003252859A1;2005;B64G1/00 | B64C39/00 | F03G7/00 | F03H99/00 | F03H5/00;B64G;AU2003252859A1;1;0;0;0;0;0;0;Inactive;176;Low;Strong
AU2002326127A1;2003;B64C29/00 | B64C11/00 | B64C27/20 | B64C39/00 | A61B17/135;B64C;AU2002326127A1 | AU778693B2;2;0;0;0;0;0;0;Inactive;18;Low;Strong
AU2001043730A1;2002;B60K6/00 | B60K5/00 | B63H7/02 | B64C39/00;B60K;AU2001043730A1;1;0;0;0;0;0;0;Inactive;2;Low;Strong
AU617956B;1992;B64C39/00 | B64C27/10 | B64C21/04;B64C;AU1990063990A1 | AU617956B;2;0;0;0;2;0;0;Inactive;41;Low;Strong
AU712145B2;1998;B64D29/02 | B64C35/00 | B64C39/00 | B64C7/00 | B64C3/00 | B64D35/00 | B64D29/00 | B64C3/56 | B64C1/00 | B64C3/38 | B64C3/54 | B64C25/52 | B64C25/54 | B64C25/66 | B64C35/02 | B64D27/00 | B64D27/02 | B64D27/08 | B64D29/04 | B64D35/04;B64D;AU1998068095A1 | AU712145B2;2;0;0;0;3;0;0;Inactive;61;Low;Strong
AU2000022464A1;2001;B64C37/00 | B64C | B64C39/02 | B64C39/00 | B64C27/12;B64C;AU2000022464A1 | AU784766B2 | CA2301350A1 | GB0006737D0 | GB2359533A;5;17;0;0;0;0;0;Inactive;69;Low;Strong
AU669657B;1996;B64B1/00 | B64C39/00 | B64B1/06;B64B;AU1992015588A1 | AU669657B | BRPI9207063A2 | CA2126977A1 | JP1995503918A;5;3;0;0;3;0;0;Inactive;13;Low;Strong
CN209305829U;2019;B64C39/00;B64C;CN209305829U;1;0;0;0;0;0;0;Active;8;Low;Strong
GB2570864A;2019;B64C29/00 | B64C39/00;B64C;GB201721835D0 | GB2570864A;2;0;0;0;3;0;0;Pending;15;Low;Strong
WO2019161187A1;2019;B64D1/22 | B64C39/00;B64D;US20190256210A1 | WO2019161187A1;2;0;0;0;1;0;0;Undetermined;50;High;Strong
GB2569659A;2019;B64C29/00 | B64C39/08;B64C;GB201721837D0 | GB2569659A;2;0;0;0;4;0;0;Pending;15;Low;Strong
GB2545076B;2019;B64C27/16 | B64C27/24 | B64D47/08;B64C;GB201519183D0 | GB201618221D0 | GB2545076A | GB2545076B;4;0;1;0;3;0;0;Active;1;Low;Strong
GB2570342A;2019;B64C29/00 | B64C39/08;B64C;GB201801059D0 | GB2570342A | WO2019145704A1;3;0;0;0;3;0;0;Pending;4;Low;Strong
WO2019160540A1;2019;B64C39/00 | B64C39/02 | B64D47/00 | B64F1/00 | B64F1/02 | B64F1/12 | B64F1/36;B64C;WO2019160540A1;1;0;0;0;0;0;0;Undetermined;33;Low;Strong
CN110104177A;2019;B64C39/00 | B64C9/00;B64C;CN110104177A;1;0;0;0;1;0;0;Pending;8;Low;Strong
CA1182092A;1985;B64C39/00 | B64C31/024;B64C;AU1981076684A1 | AU547080B | CA1182092A | DE3148141A1 | US4382566;5;7;0;0;0;0;0;Inactive;29;High;Strong
JP5417062B2;2014;B64C39/00;B64C;JP2011011614A | JP5417062B2;2;2;0;0;10;0;0;Inactive;16;Low;Strong
JP2012244837A;2012;H02J7/35 | H01M10/42 | B64B1/00 | H04B7/19 | B64D47/00 | H01L31/042 | H02J15/00 | B64C39/00;H02J;JP2012244837A;1;14;0;14;1;8;14;Inactive;51;Low;Strong
JP2009179275A;2009;B64C39/02 | B64D1/18 | B64C27/04 | A01M7/00 | B64C39/00 | B64C27/00 | B64D1/00;B64C;JP2009179275A;1;6;0;6;1;0;0;Inactive;22;Low;Strong
JP2005138641A;2005;B64C39/00 | B64F1/04 | B64F1/00;B64C;JP2005138641A;1;10;0;10;2;3;7;Inactive;20;Low;Strong
CA1144134A;1983;B64C39/00 | B64C31/028;B64C;CA1144134A;1;1;0;1;0;0;0;Inactive;12;Low;Strong
JP3817591B2;2006;B64C37/00 | B64C | B64C39/00 | B62D | B62D7/08;B64C;JP2003327198A | JP3817591B2;2;6;0;1;10;1;1;Inactive;13;Low;Strong
GB191226911A;1913;B64C39/00;B64C;GB191226911A;1;0;0;0;0;0;0;Inactive;5;Low;Weak
GB102261A;1917;B64C39/00 | B64D27/00 | B64D27/04;B64C;GB102261A | GB191515787A;2;1;0;0;0;0;0;Inactive;8;Low;Weak
GB190908198A;1909;B64C39/00;B64C;GB190908198A;1;2;0;2;0;0;0;Inactive;3;Low;Weak
GB191329658A;1915;B64C39/00;B64C;GB191329658A;1;0;0;0;0;0;0;Inactive;10;Low;Weak
GB190927851A;1910;B64C39/00;B64C;GB190927851A;1;0;0;0;0;0;0;Inactive;4;Low;Weak
GB191125253A;1912;B64C39/00;B64C;GB191125253A;1;0;0;0;0;0;0;Inactive;7;Low;Weak
GB191115529A;1912;B64C39/00;B64C;GB191115529A;1;0;0;0;0;0;0;Inactive;10;Low;Weak
GB191309472A;1914;B64C39/00;B64C;GB191309472A;1;0;0;0;0;0;0;Inactive;2;Low;Weak
GB191104165A;1912;B64C39/00;B64C;GB191104165A;1;0;0;0;0;0;0;Inactive;4;Low;Weak
EP3261925B1;2019;B64C39/08 | B64C39/00;B64C;EP3261925A1 | EP3261925B1 | WO2016135697A1;3;5;0;0;5;0;0;Active;27;Low;Strong
WO2019146112A1;2019;A63H27/00 | A63H27/10 | B64C39/00 | B64C39/02;A63H;WO2019146112A1;1;0;0;0;6;0;0;Undetermined;13;Low;Strong
CN109774938A;2019;B64C39/00;B64C;CN109774938A;1;0;0;0;0;0;0;Pending;8;Low;Strong
CN110027708A;2019;B64C39/00;B64C;CN110027708A;1;0;0;0;0;0;0;Pending;10;Low;Strong
US10384775;2019;B64C39/00 | B64F1/36 | G05D1/10 | G08G5/00 | B64C39/02 | G05D1/00 | G08G5/02;B64C;US10364025 | US10384775 | US20170344000A1 | US20180074485A1 | US20180074486A1 | US9857791;6;6;0;0;8;0;0;Active;26;High;Strong
CN110116804A;2019;B64C39/00 | B64D27/22 | B64G1/10 | B64G1/40;B64C;CN110116804A;1;0;0;0;0;0;0;Pending;3;Low;Strong
US10386842;2019;G05D1/00 | G09F21/06 | G06T7/70 | B64C39/00 | B64C39/02;G05D;US10386842 | US20190146501A1;2;0;0;0;12;0;0;Active;15;High;Strong
US5035382;1991;A63H27/00 | B64C39/00 | B64C39/02 | B64D47/08 | B64D47/00 | A63H27/20 | B64C13/20;A63H;IL94093A | IL94093D0 | US5035382;3;133;0;133;10;0;0;Inactive;57;High;Strong
US4080922;1978;B64C39/00 | B63B1/30 | B63B1/16 | B64C39/12 | B64C35/00;B64C;US4080922;1;80;0;80;11;0;1;Inactive;74;High;Strong
US6634593;2003;B64C27/20 | B64C27/00 | B64C39/00 | B64C39/02;B64C;AT344178T | AU2001235656A1 | DE60124224D1 | DE60124224T2 | EP1255673A1 | EP1255673B1 | FR2804936A1 | FR2804936B1 | US20030025032A1 | US6634593 | WO2001060692A1;11;64;0;29;16;5;10;Inactive;17;High;Strong
